HBNC,USD,United States,0.4416243654822335,Financials,Banks,0.01137370561572219,-0.1795296698545615,0.021586421484204393,0.014464549041502614,0.013975019517985014,0.019429978555734972,0.27763916459813254,0.2240838301925603,0.005670773969156384
HZNP,USD,Ireland,0.45652173913043476,Health Care,Pharmaceuticals,0.8486713932506791,0.36261444457083464,0.36540440895191256,0.03282999079968816,0.03265458480717091,0.043514193780448275,0.683682643264936,0.5128208500065657,0.35965855759844323
HRZN,USD,United States,0.38613861386138615,Financials,Equity Investment Instruments,0.34643909109977583,0.09853446852066693,0.08561564779051772,0.01622168681000705,0.014348756542715623,0.014851402325536237,0.23183913171907242,0.24814409276284993,0.16036162083196115
DAX,USD,nan,0.4444444444444444,nan,nan,0.030483519440634307,-0.09081686967712453,0.027451673399976895,0.04236047996555065,0.04125551742813875,0.04592405867001264,0.15913908618986497,0.1467410070666745,0.015127341490039026
QYLD,USD,nan,0.265625,nan,nan,0.18255877562154998,-0.059755659442705104,-0.016794374965249975,0.03955688064920124,0.02861459122728506,0.025264324730752682,0.08754674682287909,0.13702905414670938,0.08745518327034962
HDP,USD,United States,0.46938775510204084,Technology,Internet,0.6528568872942123,-0.15729031423935008,-0.17805146550161016,0.036239000777150754,0.03303130745921672,0.038563992060254494,0.6074304369980699,0.5459956000308771,0.2856348187935065
HPT,USD,United States,0.4321608040201005,Financials,Hotel & Lodging REITs,-0.01641121043404232,-0.05453932204072083,0.11888805455396409,0.011906973462782517,0.011824192989376923,0.022787324160790726,0.35465630781945445,0.18484593613996794,-0.008239550311690658
TWNK,USD,United States,0.41025641025641024,Consumer Goods,Food Products,-0.21875876408917672,0.10117435531480397,0.11425961762577364,0.01928041409534901,0.020978083896287796,0.018802364054602994,0.27894202953418634,0.29869089079707783,-0.11612148124822985
TWNKW,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HMHC,USD,United States,0.515625,Consumer Services,Specialty Retailers,-0.24715010426008097,0.025714254027572016,-0.18961615551654262,0.0327641193068705,0.028618261437285845,0.023944268230632403,0.3712607579966335,0.5011946510742444,-0.13233076824176881
HWCC,USD,United States,0.5294117647058824,Industrials,Electrical Components & Equipment,-0.08637174407812653,-0.20519482267699,0.20948596727087573,0.02408915075663395,0.02732009113747759,0.03239359613939131,0.5044720540573051,0.3572998467935361,-0.04416096756730348
HOVNP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HBMD,USD,United States,0.4666666666666667,Financials,Banks,-0.19552671370075014,-0.20451969149667787,-0.015384762073700497,0.02268484906785883,0.02113136013937367,0.034687181299285455,0.4548931929312148,0.34253370930288035,-0.10307565185281664
HTGM,USD,United States,0.6956521739130435,Health Care,Medical Equipment,-0.7429796614321503,-0.4930693327516331,0.007874397897814495,0.044362642697351046,0.06402122105071086,0.09812309502883833,1.5273969684811968,0.6872631054423627,-0.4930282665001433
HTHT,USD,China,0.4166666666666667,Consumer Services,Hotels,1.524257917418018,0.2609285353695975,0.40586774312426765,0.035600203835255584,0.0333179332186756,0.02852877820338989,0.4493439732522668,0.5583673792634108,0.5887913385394627
HUBG,USD,United States,0.4020100502512563,Industrials,Transportation Services,-0.11912561536914261,-0.11622812076859108,0.08713231856147488,0.022322858673669236,0.022493861126455423,0.027399067573413143,0.4247941863244149,0.34940800612511647,-0.0614509151723297
HSON,USD,United States,0.5104166666666666,Industrials,Business Training & Employment Agencies,0.3060356230378832,-0.04716984324687298,0.12222219428317428,0.030426386653382577,0.03429537117122425,0.040919739867033456,0.635523052349809,0.46244104067917974,0.1428191558763281
HDSN,USD,United States,0.5125628140703518,Industrials,Business Support Services,-0.7057126993390314,0.5000010559178026,1.1573058106778684,0.07566097280575133,0.057204702949816416,0.06314172483725929,0.9367868189051722,1.1721347505381088,-0.457517465109734
HUNT,USD,Marshall Islands,0.4,Financials,Asset Managers,8.66457500647918,8.538152835604794,8.566968785845669,0.4202078046578279,0.30968526559040377,0.30649557261774696,2.9505795858169095,4.264643444277748,2.108789958565741
HUNTU,USD,Marshall Islands,0.42857142857142855,Financials,Asset Managers,7.67063326253062,7.7105419961865005,7.729205207966539,0.6503351710946966,0.37169824228096826,0.2862190874034934,2.146058614559236,3.2516758554734833,1.9445939045190288
HUNTW,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HBAN,USD,United States,0.40703517587939697,Financials,Banks,0.02265659300464342,-0.13891611468687656,0.06526704978701638,0.014586796871127171,0.014180183882499362,0.03501249265398605,0.5413885822919444,0.2273856597043109,0.011264848100952962
HBANN,USD,United States,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HBANO,USD,United States,nan,Financials,Banks,nan,nan,nan,nan,nan,nan,nan,nan,nan
HURC,USD,United States,0.48743718592964824,Industrials,Industrial Machinery,0.39259458480374826,-0.1119351408698337,0.12189730519579929,0.0173944742231236,0.019342713805319756,0.03565857368204538,0.5492999721316788,0.2722665875704055,0.18008244830763753
HURN,USD,United States,0.45664739884393063,Industrials,Business Support Services,0.13959094194696786,-0.0414977334766416,-0.0771777737888886,0.0208645441758739,0.02047206502454842,0.02757305630680141,0.4349818326839433,0.32255802528601185,0.06751624903182063
HCM,USD,China,0.4722222222222222,Health Care,Pharmaceuticals,0.5216063414019175,-0.10841893308162336,0.2429623860293075,0.031611008585344526,0.030061438428561082,0.031126202518503912,0.4868597751787024,0.4947905482391188,0.23353408603164172
