symbol,currency,country,downMonthPercentage,industry,subsector,twoYear,sixMonth,threeMonth,oneYearRisk,twoYearRisk,sinceStartDateRisk,a_sinceStartDateRisk,a_oneYearRisk,a_twoYearRisk
FEMB,USD,nan,0.4528301886792453,nan,nan,0.03706721558078361,0.07539819394160392,0.04706720494518615,0.030388518739169132,0.026042205669943433,0.02889134343671425,0.10013532170433895,0.1052689168459997,0.018364971697663712
FEMS,USD,nan,0.4186046511627907,nan,nan,0.10410211169512915,-0.02991779088924519,0.05653162063226612,0.05286153149610367,0.05006129877610194,0.050028427899731866,0.17338461073881337,0.18311771663430798,0.05076263337403142
FTSM,USD,nan,0.10714285714285714,nan,nan,0.03772221145522315,0.010797184205246061,0.0068629646748097645,0.0007877869341139177,0.0006461788287134887,0.0008200719520128184,0.0028415911983088464,0.002728973990848442,0.018686512846431746
FEP,USD,nan,0.4583333333333333,nan,nan,0.17746567234206162,-0.0994235361583057,0.0624284483256701,0.04987667318685948,0.044207736242219714,0.05018253393449439,0.17385494618438255,0.17277786414429785,0.08511090324540627
FEUZ,USD,nan,0.4074074074074074,nan,nan,0.1665065319949007,-0.10189207286872574,0.05043859001123944,0.04789904335847635,0.044926072080386695,0.04270215102033432,0.14797431865827165,0.16592715346165124,0.08004931924190406
FGM,USD,nan,0.4186046511627907,nan,nan,0.13707189594250707,-0.14435919378689285,0.029006314909237798,0.05509024542885738,0.04932768879784394,0.04596088002286408,0.15928762158885074,0.19083820816844016,0.06633573322031516
FTGC,USD,nan,0.5909090909090909,nan,nan,-0.06673411050704506,-0.02722154343087903,0.01838759901785465,0.02865033229476765,0.02305093171556997,0.031050292274183603,0.10759084860136536,0.09924766237653798,-0.033943123054881896
FTLB,USD,nan,0.3333333333333333,nan,nan,0.08691096820678364,-0.047520012444570575,-0.0035029186895971214,0.03335324586387448,0.02626382784470609,0.02399511537159629,0.08316195113994143,0.11553903286713423,0.042550223349831606
HYLS,USD,nan,0.33783783783783783,nan,nan,0.08510215525622228,0.025701588624937318,0.038081824094758146,0.017859095425529867,0.01293235483990512,0.012987287307431249,0.045013785755992415,0.06186572130847729,0.041682367737988724
FHK,USD,nan,0.38372093023255816,nan,nan,0.14790749182536736,-0.001463727205430666,0.04466424363203418,0.0516903989132294,0.04327336635063457,0.04641769411363967,0.16087081211940016,0.1790607943624328,0.07140444829455861
NFTY,USD,nan,0.4186046511627907,nan,nan,0.04770345439311218,-0.08800841704330872,-0.020006557515395415,0.050901273668150976,0.040448707385424824,0.04090728258139871,0.14177325901533017,0.17632718432641065,0.02357386367233505
FTAG,USD,nan,0.5137614678899083,nan,nan,0.02500138977571012,-0.085549688526989,0.008837805514840542,0.042172052229610194,0.03705814255117842,0.07238489213260765,0.2507486217481383,0.14608827424226642,0.012423522926897634
FTRI,USD,nan,0.46788990825688076,nan,nan,0.1815142579288342,0.010488482493040994,0.08043830429995948,0.04289769032364486,0.03490228346228567,0.08801279105529149,0.3048852516474169,0.14860195833581738,0.08697481936281948
LEGR,USD,nan,0.4,nan,nan,nan,-0.03584709413022577,0.05418559506722996,0.04869302219723691,nan,0.04515000659365193,0.15674198406822415,0.16867757683938692,nan
FPXI,USD,nan,0.4716981132075472,nan,nan,0.2888202696214119,-0.0028080386977400863,0.08272974945986934,0.04895941234468191,0.04490078400984922,0.047433438067327555,0.16440089021193893,0.16960037937940792,0.13526220302686554
YDIV,USD,nan,0.4264705882352941,nan,nan,0.08132849498500881,-0.005739230035396249,0.030200875647504666,0.031108709893045983,0.027033569192362685,0.030143882435834234,0.10444496444817475,0.10776373218535243,0.03986946055022167
FJP,USD,nan,0.4270833333333333,nan,nan,0.012796636996464899,-0.10078549760503426,-0.05208254065009328,0.0409437645889253,0.034356363350704536,0.03822463413674544,0.13242738438509954,0.14183336104231611,0.006377979188965099
FEX,USD,nan,0.3706293706293706,nan,nan,0.17040279654284063,-0.047125555019189004,0.024564633605029754,0.05208500865817967,0.039455778126051125,0.04749939350552079,0.16454590051430848,0.18042776261726412,0.081851559384577
FTC,USD,nan,0.36363636363636365,nan,nan,0.2662892239718787,-0.062366964963342326,0.04426747845106462,0.05813881382559565,0.04391170244133184,0.046220990639303974,0.1601172976350471,0.2013987588754391,0.12529517193129314
RNLC,USD,nan,0.3181818181818182,nan,nan,nan,-0.03375832447145646,0.015567745946857343,0.04828411387022603,nan,0.03963373417908633,0.1373759575192328,0.16726107684334524,nan
FTA,USD,nan,0.3986013986013986,nan,nan,0.08429191735256436,-0.03811265680063405,0.0045416213416718506,0.04962647819653853,0.03865282523894177,0.0523151164904633,0.18122837615671258,0.17191116327422767,0.041293386780384855
FLN,USD,nan,0.5416666666666666,nan,nan,0.09308795786061023,0.130212403082316,0.12053942716607433,0.07789690197938788,0.06655675844521346,0.07052666259045642,0.24433618966378418,0.2698427839610249,0.04550846857431545
LMBS,USD,nan,0.1320754716981132,nan,nan,0.035469029646939744,0.014329385983550618,0.011286681888220662,0.0019587607695745394,0.0017776208569718413,0.003125632816407184,0.010833218894308628,0.006785346345551633,0.01757998685456652
FMB,USD,nan,0.2542372881355932,nan,nan,0.08390539794492606,0.020474164281313215,0.025201130888563544,0.006173408984041348,0.006843553233760604,0.00889588404297321,0.030817702040904164,0.021385316032523558,0.04110777441383373
FMK,USD,nan,0.3473684210526316,nan,nan,0.19559288132901317,-0.04985602578354388,-0.024718649909120954,0.04470681026840742,0.037659362934600045,0.03707140865027934,0.12842286965114166,0.15486893365844728,0.09343169943486318
FNX,USD,nan,0.3776223776223776,nan,nan,0.17962381919489362,-0.060625105596878656,0.039514669439516086,0.0647464290646134,0.047509776210732046,0.053838272158733276,0.18650484397160852,0.22428820949712935,0.0861048840673233
FNY,USD,nan,0.3645833333333333,nan,nan,0.3083454901639622,-0.07500452340452587,0.057943697617947654,0.07212810193531725,0.05239389246986147,0.043332930508939375,0.15012482852056178,0.2498590744109531,0.14382930989023102
RNMC,USD,nan,0.2727272727272727,nan,nan,nan,-0.047636175492076965,0.026861415797466336,0.0586784886584739,nan,0.04716531040572691,0.16348143350311828,0.20326824733566184,nan
FNK,USD,nan,0.3958333333333333,nan,nan,0.07471261876960457,-0.05064282659009959,0.022302620749667254,0.060369771967832594,0.045718359015241385,0.04615037145358513,0.15988571553452677,0.20912702457926682,0.03668347086736401
FAD,USD,nan,0.35664335664335667,nan,nan,0.2850493970607943,-0.0777517029080906,0.04387796927407645,0.06484176586025855,0.047324047795147164,0.04886417893799211,0.16927374715447036,0.22461846584490577,0.13360019277556323
FAB,USD,nan,0.38461538461538464,nan,nan,0.08209433939588223,-0.050176891053477106,0.013310305031604358,0.055123578747345255,0.04241052893349785,0.05617173611221506,0.1945883561852689,0.19095367817085188,0.040237636021636325
MDIV,USD,nan,0.35,nan,nan,0.05120758293356142,0.0076776793630858224,0.03968898600214898,0.03165824943446451,0.024621929052659235,0.024594004846974507,0.08521238690993728,0.10966739299836242,0.025284147411614555
MCEF,USD,nan,0.41935483870967744,nan,nan,0.04822625457541392,0.028734957412293247,0.05835466635157546,0.017367392920562285,0.015897720796267268,0.019361629820765808,0.06712584775552681,0.06016241386685181,0.023829211624387003
FMHI,USD,nan,0.29411764705882354,nan,nan,nan,0.017812893821532092,0.025190755469052306,0.005636328505243033,nan,0.006296380939118915,0.021848747705938962,0.019524814678459353,nan
QABA,USD,nan,0.4067796610169492,nan,nan,-0.01144154228449008,-0.09471403991050367,0.011680879802579858,0.06660303294171654,0.05550137978016543,0.05458170155980045,0.1890964874482308,0.23071967398647333,-0.0057372290407782245
ROBT,USD,nan,0.5,nan,nan,nan,-0.031170850140855442,0.09530915621292628,0.07143219298623504,nan,0.06844475152182307,0.2378274527499708,0.2474483750964486,nan
FTXO,USD,nan,0.3548387096774194,nan,nan,0.01356340281900483,-0.08094638766331995,0.005507655872703497,0.07085842926638149,0.05857800159828746,0.06205653776178474,0.21514705862029038,0.24546079926779643,0.006758860313136106
QCLN,USD,nan,0.4315068493150685,nan,nan,0.2693421502766226,0.022865130608775108,0.07575456928466354,0.05604542970228314,0.043764163189005396,0.08106202194463759,0.28088404622256885,0.1941470635527685,0.12665085553450073
GRID,USD,nan,0.4424778761061947,nan,nan,0.14412332529723731,-0.09013151276304043,0.06793428764548867,0.06252437789449518,0.04878421483200871,0.04971962006645198,0.17227596320149902,0.21659079844980406,0.06963700632375147
CIBR,USD,nan,0.37777777777777777,nan,nan,0.32363856961530163,-0.015152375356541231,0.10669638854298916,0.0668784437740728,0.04790524103917493,0.04945967911913797,0.17135469496413222,0.23167372509566508,0.15049492376772422
FTXG,USD,nan,0.45161290322580644,nan,nan,-0.047261498430596204,-0.03055750686838553,-0.03974992947758985,0.036378984759997166,0.03182220973679987,0.03132170839854534,0.10859087013164474,0.12602049986417793,-0.02391675479526656
CARZ,USD,nan,0.43617021276595747,nan,nan,0.004777599290027749,-0.04419798580053717,0.027526435630716276,0.04077043463825004,0.03655183458192417,0.05236703480206794,0.18142878297219814,0.1412329284802302,0.002385953258537965
FTXN,USD,nan,0.4838709677419355,nan,nan,-0.08632442274459794,-0.2515030155965337,-0.05901969888172963,0.09671810707148644,0.07939336190271326,0.07385978697716346,0.2560683610719202,0.33504135091940246,-0.04413621406844681
FTXH,USD,nan,0.45161290322580644,nan,nan,0.1243811577008821,-0.07872301995532997,-0.00520381698747327,0.05532576999050304,0.046175272548786436,0.046616111968850085,0.1616158383329661,0.19165408918284146,0.060368406593143575
FTXD,USD,nan,0.4838709677419355,nan,nan,0.15597686871010472,-0.08796242848085463,-0.01807542883650092,0.04611847960183804,0.04289168089350681,0.04243470741581693,0.1471191080458219,0.15975909967642474,0.0751636474091304
FTXL,USD,nan,0.2903225806451613,nan,nan,0.315875042128586,-0.04351954916522631,0.09924317311221151,0.08635562926162449,0.07023888884081518,0.06541042335384507,0.22677482011176547,0.29914467480143053,0.14711596716660957
FONE,USD,nan,0.37755102040816324,nan,nan,0.11246976967476872,-0.039775747762347845,0.04603629103172259,0.048323965972504185,0.03798522980093687,0.04236449832562027,0.14681506701427885,0.16739912857521363,0.05473682484057063
TDIV,USD,nan,0.325,nan,nan,0.2489483867523854,-0.007182181700984599,0.047034627493467984,0.04672556626888004,0.036654516020682024,0.03651618369843405,0.12651990569027197,0.16186210958025352,0.11756359405287786
FTXR,USD,nan,0.3548387096774194,nan,nan,0.04268162006919637,-0.05068727931865416,-0.04462822317129864,0.06220032033229898,0.050317061110498176,0.04872476291854414,0.1689264306709572,0.2154682301252026,0.021117828690301765
QQEW,USD,nan,0.40384615384615385,nan,nan,0.2560560476139682,-0.00830733674928857,0.05451725308012002,0.05504491276012432,0.0422967871417479,0.05171072646954669,0.17914229402477078,0.19068117119746344,0.12073906312485083
QQXT,USD,nan,0.3904109589041096,nan,nan,0.1869643555632588,-0.01071945317688674,0.03623341279391931,0.0538446270840096,0.04250319297146469,0.050341863027262124,0.17443712656386715,0.1865232596482077,0.0894789376409526
QTEC,USD,nan,0.40384615384615385,nan,nan,0.39257488316858247,-0.007733689327052779,0.08454800582119928,0.06026857786328149,0.048767360692318684,0.05916263537027491,0.20495806081981352,0.20877647791824894,0.18007410071087593
AIRR,USD,nan,0.3770491803278688,nan,nan,0.0637276210495373,-0.095731763716753,0.009984985395185374,0.07159217187677408,0.05755224776517471,0.06022345366362351,0.2086201631053319,0.2480025582295528,0.03137171817416884
QINC,USD,nan,0.36065573770491804,nan,nan,0.05196269779803374,-0.05929060752737037,0.013857267463997718,0.05351800533305887,0.040160394342885486,0.03359682100600582,0.11638280191039879,0.18539180871320018,0.025652327934780006
RDVY,USD,nan,0.3968253968253968,nan,nan,0.17165110163097627,-0.034470140387309674,0.024554945970947435,0.05321915763742598,0.03979763934863888,0.03821408206494811,0.13244185644986595,0.1843565699280781,0.08242833556359574
RFAP,USD,nan,0.3611111111111111,nan,nan,-0.004277877722322642,-0.07186644348957262,-0.005582337316015557,0.04312439356378788,0.03468892626048286,0.032148132174742376,0.1113949199281839,0.1493872813961538,-0.0021412312968946967
RFDI,USD,nan,0.4166666666666667,nan,nan,0.08521617615158404,-0.0746205050556099,0.04000964516811098,0.04271994548117123,0.03717426587704105,0.0334382317309577,0.11586518078137586,0.14798623213992207,0.04173709550518745
RFEM,USD,nan,0.38235294117647056,nan,nan,0.09696609697618289,-0.025697965203415343,0.0589802940565716,0.04797718570717659,0.04549067515830775,0.042880681779402956,0.1485985656606142,0.1661978464979944,0.04736149297946923
RFEU,USD,nan,0.4166666666666667,nan,nan,0.13115477586173527,-0.07740289079064884,0.06575077994645692,0.04484944357614369,0.04083651098309087,0.03641628713631888,0.1261842948629877,0.15536302993014894,0.06355760345255179
FTSL,USD,nan,0.3380281690140845,nan,nan,0.06066173072519946,0.014353970997397183,0.01929601140963956,0.013666047755827047,0.009741769002389862,0.007853408905814301,0.027206071312688387,0.04734057810351016,0.0298843288084345
FYX,USD,nan,0.36363636363636365,nan,nan,0.17755806820326545,-0.09790088289907212,0.021919997700340085,0.06704143451059508,0.05075201361732118,0.05944834880825658,0.20593909451930895,0.2322383415693044,0.08515347679637708
FYC,USD,nan,0.3333333333333333,nan,nan,0.2952920614231504,-0.11989964261645457,0.022642333340212397,0.0739357596241412,0.05362874189842378,0.047681990528088684,0.16519193526668252,0.2561209843304243,0.13810898486179712
RNSC,USD,nan,0.2727272727272727,nan,nan,nan,-0.07584271089949805,0.01502716312518844,0.06004074837791414,nan,0.05025657148941391,0.17419616831449336,0.2079872534300119,nan
FYT,USD,nan,0.3645833333333333,nan,nan,0.08362892408634691,-0.07907118164467916,0.02220928352913285,0.0649199200182314,0.05146839278656801,0.05146737719715705,0.17830622312821257,0.2248891997897692,0.04097498725298232
SDVY,USD,nan,0.4117647058823529,nan,nan,nan,-0.04570915470751558,0.03351979576166752,0.059305934231429595,nan,0.0536288543095191,0.18609472947982172,0.2054417825583487,nan
FKO,USD,nan,0.4791666666666667,nan,nan,0.008482168176196606,-0.0499885870174487,0.03603805921185511,0.05754468801489624,0.05355118104935143,0.0539506739612374,0.18690948389305562,0.19934064669500023,0.004232128631720622
FCVT,USD,nan,0.24390243902439024,nan,nan,0.18502418328485767,-0.007590531664770307,0.053466970736467466,0.037130394030273,0.027191629470390333,0.024630680809654387,0.08538168181998594,0.12862345793096994,0.08858816054780672
FDIV,USD,nan,0.35714285714285715,nan,nan,0.07007875452449443,0.021866475604537014,0.032669820953110176,0.02418155758854475,0.0185955106937112,0.0168395169955779,0.05834978645588216,0.0837673726990245,0.03444611001467579
FSZ,USD,nan,0.38372093023255816,nan,nan,0.1351376669189228,-0.0950781684106746,0.045582240581189155,0.03685799138458698,0.03596306327018847,0.03656731450663287,0.12673213726010935,0.1276798274860812,0.06542839596048067
FIXD,CAD,nan,0.34615384615384615,nan,nan,0.044724476764667516,0.019999904327940625,0.028783275883959798,0.007833978859425411,0.007053177897415504,0.006975328376253456,0.02420173444889143,0.02713769881989059,0.022117643309549573
TUSA,USD,nan,0.36486486486486486,nan,nan,0.177813091991718,-0.06912891147694214,0.023150169162766535,0.05875633504947412,0.04340077605054422,0.046305630670733275,0.16042983675784087,0.20353791514445835,0.08527097629657354
FKU,USD,nan,0.37209302325581395,nan,nan,0.1727008612986536,-0.02415474213453149,0.10506824381149962,0.04900361693659056,0.041517544170927644,0.04317361565348913,0.14962773883821107,0.1697535085776352,0.08291313654357957
RNDV,USD,nan,0.2727272727272727,nan,nan,nan,-0.0221875484140477,0.0126805992312859,0.04637216331972378,nan,0.039191187431121974,0.13584202980568652,0.1606378858532869,nan
FUNC,USD,United States,0.4623115577889447,Financials,Banks,0.30012686762884133,-0.05793948361180476,0.10708614249526574,0.022543518901280278,0.01960589254104685,0.027751239155736105,0.41770706557227016,0.33589086660465867,0.14023105887747223
FUSB,USD,United States,0.5376884422110553,Financials,Banks,-0.15631762228194934,-0.07432486478774551,0.2603775361209579,0.019419426094701854,0.01919415236062838,0.033122785109718396,0.4804089694259945,0.2899938732042661,-0.08147815610185372
MYFW,USD,United States,0.625,Financials,Banks,nan,-0.20009421985282191,0.2068949131843847,nan,nan,0.024809084696900227,0.35099488513435717,nan,nan
SVVC,USD,United States,0.46511627906976744,Financials,Asset Managers,0.9033907683604452,0.5814733185891571,0.2550932060896555,0.019022413512862033,0.015813838007589953,0.025830387116090165,0.4194340188833338,0.29835489789873026,0.37963428790402465
FSV,USD,Canada,0.34812286689419797,Financials,Real Estate Services,0.09605176293239309,-0.056887687915863586,0.056623708981851976,0.04271335313149015,0.033551552281383866,0.0449054448925404,0.15557162156490947,0.14796339557074428,0.04692490797210147
FISV,USD,United States,0.3165829145728643,Industrials,Financial Administration,0.4995684824303086,0.055231698073688544,0.1828818337785589,0.013655699496791423,0.011757316008615255,0.016149259027902166,0.2521849163139682,0.21374550648594706,0.2245686924098249
FIVE,USD,United States,0.422360248447205,Consumer Services,Specialty Retailers,1.768478218319667,-0.09864673841804837,0.1457192610739649,0.02746482049404976,0.023010004032354106,0.02914911210898764,0.5132457915328594,0.43164353591624977,0.6638744599036512
FPRX,USD,United States,0.5909090909090909,Health Care,Biotechnology,-0.6573747162938824,-0.06824711171194951,0.39462375295538776,0.03568030803059784,0.04019024940907778,0.04353765459926359,0.6872790058524271,0.5539073350833703,-0.41465797715684416
FVE,USD,United States,0.5025125628140703,Health Care,Health Care Providers,-0.5285721710346193,0.11614942046479172,0.999998002026245,0.05684687598375942,0.05007900204465497,0.0425270967990428,0.6423415184178679,0.8315981025412249,-0.31339397835048033
FIVN,USD,United States,0.4067796610169492,Technology,Software,1.8236452168926425,0.23598070481108288,0.23513263383888316,0.031499176554141195,0.028513086113657795,0.030712085274854837,0.4821755007578763,0.4940452797091414,0.6803705593983258
FLEX,USD,United States,0.4120603015075377,Industrials,Electrical Components & Equipment,-0.39927865847308586,-0.23856709569169232,0.3127463756648264,0.03328756059424333,0.02542820002066829,0.028972924461830765,0.4478916163019802,0.5156886712694987,-0.22493784666846617
FLKS,USD,United States,0.62,Health Care,Biotechnology,-0.6135861488506968,-0.18007962806283279,0.1551954863729568,0.0848929939978619,0.0704500582193263,0.058632124098405444,0.9197248215195157,1.3260709577170928,-0.3783780480474461
FLXN,USD,United States,0.45901639344262296,Health Care,Biotechnology,-0.5635886689683599,-0.35595955604798224,0.06448784752949967,0.035082593033600534,0.03536558602163689,0.04330079285667305,0.685510536474268,0.5457570675846711,-0.33938564121596626
SKOR,USD,nan,0.4339622641509434,nan,nan,0.04092855450567005,0.02699775138200516,0.036409558554996765,0.007853877451394004,0.007058013019614964,0.007825248713584573,0.027121750121024173,0.02720662956446796,0.02025906244721498
LKOR,USD,nan,0.4186046511627907,nan,nan,0.04625984120129922,0.012495932738684778,0.060350357630694046,0.02006948019494156,0.01853064060836671,0.021079813916303328,0.07306552564525919,0.06952271875827223,0.02286843787522308
MBSD,USD,nan,0.4,nan,nan,0.017339573031769227,0.017910643743766386,0.01979165879143718,0.00517040003536301,0.004754570133495741,0.004598103163255919,0.01593557477463132,0.017910791113409305,0.008632526261060702
ASET,USD,nan,0.2926829268292683,nan,nan,0.12633464804591543,0.026936579191627907,0.05113836623721772,0.037989536759118606,0.031169983748220494,0.030172306260319883,0.10459159747967804,0.13159961564559786,0.06128914441160438
ESGG,USD,nan,0.18181818181818182,nan,nan,0.1861254335542413,-0.043586220501600506,0.022656642332459707,0.04190546813973089,0.033284886014865525,0.029720693209557093,0.1029731352462934,0.14516479986594547,0.08909385892779742
ESG,USD,nan,0.18181818181818182,nan,nan,0.22603040291827559,-0.03366479953521217,0.008191764091524181,0.045628448021877224,0.03531555557966743,0.031710823228047615,0.10986832864258453,0.15806158048881397,0.10726257180412069
QLC,USD,nan,0.3488372093023256,nan,nan,0.178550313641198,-0.050811904842502774,0.006307245876354052,0.04574733427056326,0.0358969857978352,0.03484879318276691,0.12079069588145172,0.15847341453490493,0.0856105718171678
FPAY,USD,United States,0.45038167938931295,Financials,Specialty Finance,-0.7991212099651025,-0.022988483745765422,0.11563198863163393,0.05664374634241113,0.053539940430900504,0.2745071470658114,2.60105717255615,0.8664827037688628,-0.5518049642902126
FLXS,USD,United States,0.45226130653266333,Consumer Goods,Furnishings,-0.47325932219117867,-0.18659261820203038,0.08511997239942207,0.023453860021933705,0.022424632474755936,0.024410290744136132,0.37214325534256804,0.36785942054323034,-0.27423097489020554
FLIR,USD,United States,0.40703517587939697,Industrials,Defense,0.33720063248012105,-0.2311891978620102,0.08159699417365851,0.01726913527600764,0.01504453563622932,0.02229393886771986,0.3481395089366522,0.27195461428131856,0.1563739155135424
FLNT,USD,United States,0.496,Financials,Specialty Finance,nan,1.6883729076823062,0.6055552658823138,0.04376101483956651,nan,0.05495545003108692,0.7728597784873907,0.6416624348164566,nan
FLDM,USD,United States,0.422680412371134,Industrials,Electronic Equipment,1.3538672515398777,0.8010682227060746,0.5649652480213337,0.031194198753198177,0.038540200295905526,0.036834818880287216,0.57965809685183,0.4842641909545051,0.534231811539533
FFIC,USD,United States,0.4271356783919598,Financials,Banks,-0.10373620228971361,-0.08327258436943778,0.02945851373099305,0.014376226902143146,0.015818653025484845,0.022800300477588024,0.35426251082624544,0.22548230836522068,-0.05328790136056338
FNCB,USD,United States,0.5510204081632653,Financials,Banks,0.129456746006809,-0.23004020647064768,-0.11385351846536548,0.03142011322415029,0.030337229189690666,0.0513698453224855,0.6551468481761462,0.4564035075115959,0.06275902537066647
FOMX,USD,Israel,0.5185185185185185,Health Care,Pharmaceuticals,-0.6066923886335973,-0.33856899841033283,0.05571005639619392,0.02971607503743332,0.03258193463192963,0.0364807779185508,0.5682895855823968,0.4545685394497798,-0.37285758286781245
FOCS,USD,United States,0.375,Financials,Consumer Finance,nan,-0.325414486424922,0.18380138021977876,nan,nan,0.029538718250843032,0.4383356803934732,nan,nan
FONR,USD,United States,0.6030150753768844,Health Care,Medical Equipment,0.14574082794254,-0.11566226827785019,0.08794457209992379,0.020092675830234236,0.024814094928930816,0.06517505532063683,0.9902603030693561,0.30405735880311024,0.07039283814053054
FSCT,USD,United States,0.47058823529411764,Industrials,Business Support Services,nan,0.17770147029950295,0.7110423958110531,0.030043989916124083,nan,0.03486981077372594,0.5393963164220037,0.46056564414732337,nan
FRSX,USD,Israel,0.7142857142857143,nan,nan,nan,-0.5551837944070178,-0.19831222965942105,0.043222615970531814,nan,0.05129856156067558,0.7974303537383255,0.6639984257476165,nan
FORM,USD,United States,0.4656084656084656,Technology,Semiconductors,0.3714285095535527,0.1520000699366251,0.12420154155348635,0.03408091028842935,0.033586854925325586,0.030882394721574356,0.4844286892248301,0.5290780051251428,0.1710800611203116
FORTY,USD,Israel,0.45226130653266333,Technology,Software,0.0018424961785325287,-0.028606262924714656,0.17844767212378765,0.04536301980677664,0.03755638240628033,0.0304405461380843,0.4146159364821863,0.4303513923982365,0.0009208241307263609
FORR,USD,United States,0.4472361809045226,Technology,Computer Services,0.29030521567339207,0.06675720600217161,0.09038051209941222,0.018808288493844298,0.01652489341402834,0.020206337634150272,0.3144110971779835,0.293192201472763,0.13591602492146926
FRTA,USD,United States,0.41379310344827586,Industrials,Building Materials & Fixtures,-0.8109384657566654,-0.4463806787143429,0.09840429342828043,0.04566664264445625,0.06072730275022042,0.05589471270307986,0.8731376131619883,0.707464585756738,-0.5651879322703489
FTNT,USD,United States,0.32142857142857145,Technology,Software,1.3371897690219747,-0.080524634298623,0.204600383035126,0.023497213841163937,0.019602028392024226,0.024997709562531216,0.39459944172093064,0.36853939862809376,0.5287870253969238
FBIO,USD,United States,0.5227272727272727,Health Care,Biotechnology,-0.46283209105223205,0.12499999649775757,1.0930232244451343,0.07490469753638604,0.05819506352661143,0.052331176138788675,0.8105222893853774,1.1409143620009587,-0.26708260428083164
FBIOP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FTSV,USD,United States,0.4444444444444444,Industrials,Industrial Machinery,nan,0.024447498215876672,-0.033232832597776533,nan,nan,0.03967763759467115,0.5918859386505413,nan,nan
FMCIU,USD,United States,0.4,nan,nan,nan,nan,0.02262064210892721,nan,nan,0.002567250147103986,0.021423569099329683,nan,nan
FWRD,USD,United States,0.4020100502512563,Industrials,Delivery Services,0.37176717434762374,-0.12408593639513167,0.14169996268603613,0.017076842915135903,0.015528375030643226,0.022140728124044204,0.3456646771954928,0.2678398154331501,0.17122464725927955
FORD,USD,United States,0.5276381909547738,Consumer Goods,Durable Household Products,0.30089988239613613,-0.04575101707874974,0.12307699216228699,0.051151911723572106,0.07784265756486614,0.06027432561257513,0.9070067117067544,0.7689818492608272,0.14056998136727072
FWP,USD,Denmark,0.5660377358490566,Health Care,Biotechnology,-0.7967985793523527,-0.4631138059832779,0.5693609349589082,0.08383425650670971,0.06622848019184505,0.05412864599801,0.8512301880638825,1.2933319180472607,-0.5492213174431966
FOSL,USD,United States,0.4824120603015075,Consumer Goods,Clothing & Accessories,-0.12942627791237415,-0.3874569604074846,-0.0934518502865479,0.04396796859519489,0.06013148828073669,0.03479765949541706,0.5425547078925532,0.6839810724705082,-0.06695459805665094
FOXF,USD,United States,0.40298507462686567,Consumer Goods,Recreational Products,1.4510982077780274,-0.006566859867383329,0.18209617246198995,0.029322596277350486,0.024381332659352425,0.020901693583432582,0.3267617496368469,0.4542637081989681,0.5655983545526699
FRAN,USD,United States,0.6086956521739131,Consumer Services,Apparel Retailers,-0.9520504126987646,-0.8096226385296703,-0.2724549544861388,0.05749052878878911,0.04689538771422114,0.0376106602114695,0.5936202631500079,0.8998691130389878,-0.7810260579401388
FELE,USD,United States,0.4723618090452261,Industrials,Industrial Machinery,0.2537988645557135,0.07654949798868088,0.1829167096924854,0.01821118362212556,0.018092109857350002,0.02301335618051422,0.35830293846395417,0.2827135959755466,0.11973160380321213
FKLY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FRED,USD,United States,0.507537688442211,Consumer Services,Broadline Retailers,-0.8070941475670277,0.2892163680256429,0.3915344574217727,0.07677937412339558,0.06330788729087075,0.03429657606430867,0.5326310067403519,1.1770055175458531,-0.5607895123827618
RAIL,USD,United States,0.5329341317365269,Industrials,Commercial Vehicles & Trucks,-0.4872011454916662,-0.609209964239779,-0.06128556069911706,0.03153586035388874,0.029530511691310945,0.03011873537210225,0.47543666472556806,0.4885514478357353,-0.2839002482137465
FEIM,USD,United States,0.4824120603015075,Industrials,Electrical Components & Equipment,0.06325594543857137,0.10221817326240683,0.07830186720813666,0.03172418791872641,0.027339850208143737,0.028857419290698943,0.4399961897292759,0.4914690059247277,0.03114302860397178
FRPT,USD,United States,0.46153846153846156,Health Care,Pharmaceuticals,2.824961715250887,0.1738421141687622,0.33955214971730563,0.02686756350214011,0.02564279216076485,0.031428494470384594,0.487332551805009,0.4127473423001066,0.955750933848911
FTEO,USD,Japan,0.5,Industrials,Business Support Services,-0.28355963649529337,-0.500525866628703,-0.2089925722157984,0.08540316851053657,0.07191157199846032,0.06717944397230201,0.7569442820770083,0.7094119975184366,-0.15357199744768213
FTR,USD,United States,0.5103092783505154,Telecommunications,Fixed Line Telecommunications,-0.9187925773588166,-0.6594760488435037,-0.07142860159629602,0.04976275996092802,0.05051939040360285,0.026431057896431003,0.4116208103845683,0.7725257790015002,-0.7150308391401213
FRPH,USD,United States,0.4824120603015075,Financials,Real Estate Holding & Development,0.18246912688306602,-0.22882455821843564,0.0408607937165969,0.017886111145281196,0.016777133040261658,0.02655246537161229,0.39971451690825116,0.27881687928105897,0.08741396297963089
FSBW,USD,United States,0.3116883116883117,Financials,Banks,0.35812347156974267,-0.13232208971809198,0.12414772249064097,0.015278662641862471,0.014504134521032472,0.013440955891536389,0.2040716875648457,0.24012303187030903,0.1653855463192182
